city,latitude,longitude,country,population
Lathrop,37.809,-121.3131,United States,24483
Loma Linda,34.0451,-117.2498,United States,24482
Lagonglong,8.8,124.7833,Philippines,24190
Liushui,32.5959,108.7479,China,24149
Putten,52.2579,5.608,Netherlands,24198
Homer Glen,41.6044,-87.9497,United States,24472
Tifton,31.4625,-83.5205,United States,24466
Senftenberg,51.5167,14.0167,Germany,24275
Tocopilla,-22.0941,-70.201,Chile,24460
Dinuba,36.5453,-119.3987,United States,24461
East Hempfield,40.0825,-76.3831,United States,24461
Vernon,49.09,1.49,France,23777
Caibiran,11.5667,124.5833,Philippines,24167
Tupanatinga,-8.7528,-37.34,Brazil,24425
Ramain,7.9667,124.35,Philippines,24406
Bad Soden am Taunus,50.1424,8.4997,Germany,22645
Stroitel,50.7833,36.4833,Russia,24392
Bloomingdale,27.8784,-82.2624,United States,24446
Westmont,41.7948,-87.9742,United States,24443
Hujiachi,37.8917,115.711,China,24105
Clinton,32.354,-90.3403,United States,24440
Vulcan,45.3811,23.2914,Romania,24160
Porto de Mós,39.6,-8.8167,Portugal,24342
Almansa,38.8682,-1.0979,Spain,24388
Opelousas,30.528,-92.0851,United States,24423
Kotelnich,58.3089,48.3481,Russia,23682
Camas,45.6005,-122.4305,United States,24418
Orbassano,45,7.5333,Italy,23365
Selydove,48.15,37.3,Ukraine,23793
Harvey,41.6076,-87.6521,United States,24408
Qiaomaichuan,39.7866,113.8239,China,24233
Medford,40.822,-72.9859,United States,24406
Trotwood,39.7927,-84.3165,United States,24403
El Factor,19.32,-69.88,Dominican Republic,24240
West Memphis,35.1531,-90.1995,United States,24402
Craíbas,-9.6178,-36.7678,Brazil,24309
Newport,50.701,-1.2883,United Kingdom,23957
Vila Rica,-10.0119,-51.1158,Brazil,24392
Collinsville,38.6769,-90.0059,United States,24395
Rathenow,52.6,12.3333,Germany,24179
Dole,47.0931,5.4906,France,23770
Nocera Superiore,40.7417,14.6722,Italy,24369
Ţayyibat al Imām,35.2661,36.7114,Syria,24105
Mequon,43.2352,-87.9838,United States,24382
Joaquim Gomes,-9.1328,-35.7478,Brazil,24280
Ellensburg,46.9994,-120.5477,United States,24377
Amarapura,21.853,96.0954,Myanmar,23200
Ottumwa,41.0196,-92.4186,United States,24368
Chantilly,38.8868,-77.4453,United States,24368
Martos,37.7167,-3.9667,Spain,24271
Puerto Guzmán,0.9636,-76.4086,Colombia,24355
Asino,57,86.15,Russia,24354
Longonjo,-12.9067,15.1864,Angola,24350
Shelbyville,38.2069,-85.2293,United States,24351
Buturlinovka,50.825,40.5889,Russia,24319
Westford,42.5864,-71.4401,United States,24342
La Montañita,1.4792,-75.4361,Colombia,24323
Goirle,51.5203,5.0671,Netherlands,23793
Orchards,45.689,-122.5306,United States,24335
Newport,41.4803,-71.3205,United States,24334
Capão do Leão,-31.7628,-52.4839,Brazil,24298
Nerópolis,-16.4058,-49.2189,Brazil,24210
Nueva Paz,22.7667,-81.75,Cuba,24277
Donmatías,6.4858,-75.3953,Colombia,24201
Douar ’Ayn Dfali,33.95,-4.45,Morocco,24241
Rimavská Sobota,48.3814,20.02,Slovakia,24010
Novo Aripuanã,-5.1214,-60.3806,Brazil,24315
Saginaw,32.8657,-97.3654,United States,24310
Stjørdal,63.475,11.1708,Norway,24283
Saint-Laurent-du-Maroni,5.4976,-54.0325,French Guiana,24287
Cogua,5.0619,-73.9794,Colombia,24092
Marsella,4.9367,-75.7392,Colombia,24131
Alfter,50.7356,7.0092,Germany,23622
Edremit,39.5961,27.0244,Turkey,24115
Dazhuang,38.6951,115.6067,China,23559
Manage,50.5,4.2333,Belgium,23122
San Fernando,12.3167,122.6,Philippines,24171
Port Angeles,48.1142,-123.4565,United States,24293
Quipapá,-8.8278,-36.0119,Brazil,24186
Brandon,32.2778,-89.9896,United States,24289
San Agustin,12.5689,122.1314,Philippines,24115
Sun City Center,27.7149,-82.3569,United States,24286
Sattahip,12.6636,100.9036,Thailand,23418
Inkster,42.2935,-83.3148,United States,24284
Lanester,47.7647,-3.3422,France,23026
Thomasville,30.8394,-83.9782,United States,24275
Ponca City,36.7235,-97.0679,United States,24274
Gazojak,41.1875,61.4036,Turkmenistan,24251
Cataño,18.4415,-66.1388,Puerto Rico,24271
Formby,53.5586,-3.0666,United Kingdom,22419
Oiapoque,3.8428,-51.835,Brazil,24263
Ludwigsfelde,52.2997,13.2667,Germany,24044
Camillus,43.0539,-76.3057,United States,24262
West Melbourne,28.0693,-80.6734,United States,24259
Warrington,40.2489,-75.158,United States,24256
Bormujos,37.3667,-6.0667,Spain,22390
Skoura,31.0672,-6.5397,Morocco,24055
Feriana,34.9431,8.5625,Tunisia,24198
Noto,36.8833,15.0833,Italy,24028
Faribault,44.2985,-93.2786,United States,24250
Chandrakona,22.73,87.52,India,23629
Springfield,39.928,-75.3362,United States,24247
Salqīn,36.1394,36.4539,Syria,23700
Gauripur,26.08,89.97,India,23477
San Benito,26.1298,-97.644,United States,24243
Fort Washington,38.7339,-77.0069,United States,24237
Mairena del Alcor,37.3667,-5.7333,Spain,23893
Wijk bij Duurstede,51.9761,5.3369,Netherlands,23762
Diest,50.9847,5.0514,Belgium,23824
Ibirapitanga,-14.1639,-39.3739,Brazil,24180
Pietrasanta,43.9667,10.2333,Italy,23662
Lincolnton,35.4747,-81.2385,United States,24229
Bela Vista,-22.1089,-56.5208,Brazil,24223
Halfmoon,42.864,-73.7275,United States,24224
Bieruń Stary,50.0897,19.0928,Poland,23640
West Springfield,38.7771,-77.2268,United States,24223
Simpsonville,34.7287,-82.2573,United States,24221
Lisse,52.2597,4.5611,Netherlands,22800
Ivrea,45.4622,7.8747,Italy,23442
Bad Mergentheim,49.5,9.7667,Germany,24034
Setti Fatma,31.2256,-7.6758,Morocco,24129
Varel,53.3969,8.1361,Germany,24001
Baraúna,-5.08,-37.6169,Brazil,24182
Krychaw,53.7194,31.7139,Belarus,24170
Uchquduq Shahri,42.1567,63.5556,Uzbekistan,24200
Scotch Plains,40.6332,-74.3739,United States,24205
San Marcos,11.9167,-86.2,Nicaragua,24000
Tupaciguara,-18.5928,-48.705,Brazil,24188
Waverly,42.7401,-84.6353,United States,24201
Pingtang,26.0677,107.4035,China,24156
Isa,32.0572,130.6131,Japan,24131
Velingrad,42.0276,23.9913,Bulgaria,24147
Quedlinburg,51.7917,11.1472,Germany,23989
Bergama,39.1228,27.1783,Turkey,24121
Huilongping,28.1887,106.2086,China,23976
Angatuba,-23.4903,-48.4128,Brazil,24161
Quezon,16.5,121.2667,Philippines,24055
Guaiuba,-4.04,-38.6369,Brazil,24091
Bulusan,12.75,124.1167,Philippines,23932
Magallanes,14.1833,120.75,Philippines,23851
Baiheqiao,22.9764,103.7982,China,24113
Lihe,34.009,105.3416,China,23852
Taupo,-38.69,176.08,New Zealand,23622
Grootfontein,-19.5658,18.1036,Namibia,24099
Kamiamakusa,32.5875,130.4306,Japan,23973
Pombos,-8.1492,-35.4011,Brazil,24046
Suonan,35.6634,103.3923,China,23499
Fishkill,41.5129,-73.9271,United States,24151
Rioblanco,3.5292,-75.6447,Colombia,24139
Fort Saskatchewan,53.7128,-113.2133,Canada,24149
Beni Amrane,36.6686,3.5922,Algeria,23621
Okemos,42.7057,-84.4135,United States,24141
São José da Laje,-9.01,-36.0578,Brazil,24048
Upper Macungie,40.5694,-75.6244,United States,24138
Jequitinhonha,-16.4339,-41.0028,Brazil,24131
Ibicaraí,-14.865,-39.5878,Brazil,24029
Castiglione delle Stiviere,45.4,10.5,Italy,23570
Koilkuntla,15.2333,78.3167,India,23859
Upper Moreland,40.1572,-75.1021,United States,24114
Misato,38.5444,141.0569,Japan,23796
Ban Phru,6.948,100.4794,Thailand,23518
Sonneberg,50.35,11.1667,Germany,23830
Amstetten,48.1167,14.8667,Austria,23656
Inhapim,-19.5489,-42.12,Brazil,24079
Vaterstetten,48.105,11.7706,Germany,23422
Ridgeland,32.4236,-90.1481,United States,24104
North Platte,41.1266,-100.764,United States,24098
Cavinti,14.245,121.507,Philippines,23980
As Sulayyil,20.4623,45.5722,Saudi Arabia,24097
Borne,52.3,6.75,Netherlands,23210
Charles Town,39.2745,-77.8632,United States,24094
Freeport,42.2893,-89.6347,United States,24092
Laguna Salada,19.65,-71.0833,Dominican Republic,23962
Itapissuma,-7.7764,-34.8919,Brazil,23769
Waukee,41.5984,-93.8872,United States,24089
Husum,54.4769,9.0511,Germany,23189
Montecchio Maggiore,45.5037,11.412,Italy,23316
Semënov,56.8,44.5,Russia,24067
Rio Tinto,-6.8028,-35.0808,Brazil,24023
Konstancin-Jeziorna,52.0833,21.1167,Poland,23694
Litvínov,50.6008,13.6112,Czechia,23489
Ventimiglia,43.7903,7.6083,Italy,24065
Gueznaia,35.72,-5.894,Morocco,23601
São Miguel do Guaporé,-11.6936,-62.7114,Brazil,24059
Zawyat an Nwaçer,33.3611,-7.6114,Morocco,23802
Pitogo,10.121,124.553,Philippines,23625
Los Barrios,36.1833,-5.4833,Spain,23983
Yugawara,35.1478,139.1083,Japan,23480
South Plainfield,40.5748,-74.4153,United States,24052
Puerto San José,13.9333,-90.8167,Guatemala,23887
Zolochiv,49.8075,24.9031,Ukraine,23986
Elgin,57.65,-3.315,United Kingdom,23128
Wadsworth,41.0279,-81.7324,United States,24046
Tayga,56.0667,85.6167,Russia,23565
Kourou,5.16,-52.6499,French Guiana,24029
Ocara,-4.4908,-38.5969,Brazil,24007
Piracanjuba,-17.3028,-49.0178,Brazil,24026
Hoh Ereg,41.0955,111.4408,China,23776
Ibi,38.6272,-0.5753,Spain,23652
Tumwater,46.989,-122.9173,United States,24024
Kelīshād va Sūdarjān,32.5542,51.525,Iran,23203
Tangalan,11.7667,122.25,Philippines,23704
Fairfax,38.8531,-77.2998,United States,24019
Si Racha,13.1744,100.9306,Thailand,23400
Catigbian,9.8333,124.0333,Philippines,23805
Cranford,40.6564,-74.3036,United States,24014
Candler-McAfee,33.7267,-84.2723,United States,24011
Limbuhan,11.9,124.0333,Philippines,23744
Pakil,14.3833,121.4833,Philippines,23495
East Gwillimbury,44.1333,-79.4167,Canada,23991
Vila do Conde,-7.26,-34.9078,Brazil,23975
Macaparana,-7.555,-35.4528,Brazil,23925
Venice,27.1163,-82.4135,United States,23985
Calw,48.7144,8.7375,Germany,23590
Bagulā,23.335,88.644,India,22649
Paraíso,18.3961,-93.2128,Mexico,23830
Stepanavan,41.0096,44.3841,Armenia,23782
Três Coroas,-29.5169,-50.7778,Brazil,23848
Kafr Sa‘d,31.3557,31.6848,Egypt,22500
El Zulia,7.9325,-72.6025,Colombia,23921
Hajdúszoboszló,47.45,21.3833,Hungary,23873
Jawor,51.0676,16.185,Poland,22758
Wright,30.4445,-86.6419,United States,23965
Aldeias Altas,-4.6278,-43.4708,Brazil,23952
Hollola,60.9886,25.5128,Finland,23915
La Maná,-0.9417,-79.2347,Ecuador,23775
Wajimazakimachi,37.3906,136.8992,Japan,23906
Kalach-na-Donu,48.6833,43.5333,Russia,23947
Anchieta,-20.8056,-40.6444,Brazil,23902
Biancavilla,37.6453,14.8636,Italy,23948
Rodniki,57.105,41.7306,Russia,23924
Bloemendaal,52.4028,4.6281,Netherlands,23410
São Gonçalo do Sapucaí,-21.8919,-45.595,Brazil,23906
Laje,-13.1819,-39.425,Brazil,23904
Cambará,-23.0458,-50.0739,Brazil,23886
Mansfield,42.0163,-71.2187,United States,23947
Haren,52.7917,7.2381,Germany,23829
Três Passos,-27.4558,-53.9319,Brazil,23852
Maldegem,51.2089,3.4464,Belgium,23689
Nanxingguo,37.6306,114.4857,China,23623
Carás,-9.0483,-77.8108,Peru,23841
Lincolnia,38.8158,-77.1543,United States,23933
Bogotol,56.2,89.5167,Russia,23622
Burgos,16.0465,119.8568,Philippines,23749
Capoterra,39.1752,8.9709,Italy,23583
Sokolov,50.1814,12.6402,Czechia,22924
Westchase,28.0597,-82.611,United States,23923
Kalawit,7.9051,122.5279,Philippines,23812
Upper Providence,40.1655,-75.4889,United States,23920
Dongsheng,36.9996,105.0029,China,23809
Edgewater,28.9594,-80.9407,United States,23918
Andoany,-13.4,48.2666,Madagascar,22680
North Potomac,39.0955,-77.2372,United States,23914
Pelham,33.3114,-86.7573,United States,23911
Ikeda,35.4422,136.5731,Japan,23310
Bazhajiemicun,38.8967,77.6529,China,23308
Honda,5.2069,-74.7367,Colombia,23830
Corsicana,32.0824,-96.4665,United States,23906
Monte Aprazível,-20.7728,-49.7139,Brazil,23857
Sacramento,-19.865,-47.44,Brazil,23896
Khenichet-sur Ouerrha,34.4383,-5.6844,Morocco,23707
Seal Beach,33.7542,-118.0714,United States,23896
Comapa,14.1114,-89.7497,Guatemala,23715
San Miguel Ocotenco,18.9894,-97.447,Mexico,23824
Fort Dodge,42.5098,-94.1751,United States,23888
Mirandela,41.4833,-7.1833,Portugal,23850
Alice Springs,-23.7,133.8667,Australia,23726
Jurh,44.6961,120.5123,China,23842
Starnberg,47.9972,11.3406,Germany,23498
Oostkamp,51.1544,3.2353,Belgium,23580
Douar Ouled Ayad,32.4167,-7.1,Morocco,23818
Candoni,9.8167,122.6,Philippines,23751
Tecolutla,20.4797,-97.01,Mexico,23865
Dunkirk,42.4803,-79.3323,United States,23874
Tepalcatepec,19.1833,-102.85,Mexico,23842
Saint-Dizier,48.6383,4.9497,France,23382
Zemst,50.9828,4.4611,Belgium,23325
Nyūzen,36.9333,137.5,Japan,23537
Zeya,53.7333,127.25,Russia,23270
Ibiapina,-3.9228,-40.8889,Brazil,23808
Pedra Azul,-16.005,-41.2969,Brazil,23839
Calabasas,34.1375,-118.6689,United States,23853
Svishtov,43.6113,25.3569,Bulgaria,23795
Chalmette,29.9437,-89.9659,United States,23851
Lustenau,47.4271,9.6711,Austria,22821
North Augusta,33.5214,-81.9547,United States,23845
Palm River-Clair Mel,27.9239,-82.3791,United States,23844
Berehove,48.2025,22.6375,Ukraine,23732
Quartier Militaire,-20.25,57.55,Mauritius,22745
Alexânia,-16.0819,-48.5069,Brazil,23814
Grande-Synthe,51.0139,2.3028,France,22777
Chrudim,49.9511,15.7956,Czechia,23140
Oldebroek,52.4667,5.9167,Netherlands,23598
Ostrów Mazowiecka,52.8,21.9,Poland,22800
Jucás,-6.525,-39.5278,Brazil,23807
Takehara,34.3417,132.9069,Japan,23631
El Maknassi,34.6042,9.6056,Tunisia,23789
Padre Burgos,13.9226,121.8116,Philippines,23488
Montgomery,41.5399,-74.2073,United States,23827
Baliguian,7.8088,122.1452,Philippines,23771
Bedburg,51,6.5625,Germany,23531
Mirandola,44.8873,11.066,Italy,23650
Mount Pocono,41.1225,-75.3582,United States,23820
Olopa,14.6833,-89.35,Guatemala,23668
Ramos,15.6667,120.6417,Philippines,22879
San José,1.4739,-77.0808,Colombia,23279
Makouda,36.7909,4.0669,Algeria,23388
Nísia Floresta,-6.0908,-35.2089,Brazil,23784
Brody,50.0781,25.1542,Ukraine,23752
Castelnau-le-Lez,43.6369,3.9019,France,21838
Lincoln,43.13,-79.43,Canada,23787
Nový Jičín,49.5944,18.0103,Czechia,23151
Loon op Zand,51.6275,5.0758,Netherlands,23327
Santa Lucía Utatlán,14.7667,-91.2667,Guatemala,23255
Três de Maio,-27.7728,-54.24,Brazil,23726
Oulad Hassoune,31.6503,-7.8361,Morocco,23475
Tata,47.65,18.3167,Hungary,23479
Marple,39.9654,-75.3658,United States,23779
Farragut,35.8731,-84.1822,United States,23778
Qifţ,26,32.8167,Egypt,22063
Mosbach,49.35,9.1333,Germany,23398
Korbach,51.2719,8.8731,Germany,23581
Belmonte,-15.8628,-38.8828,Brazil,23759
Kuvandyk,51.4833,57.35,Russia,23763
Hachimantai,39.9264,141.0953,Japan,23742
Jenks,35.9981,-95.9737,United States,23767
Cuyo,10.85,121.0167,Philippines,23489
Fria,10.3804,-13.55,Guinea,23729
Ceccano,41.5667,13.3333,Italy,23380
Maracás,-13.4408,-40.4308,Brazil,23751
Luninyets,52.25,26.8,Belarus,23734
Liria,39.6258,-0.5961,Spain,23648
Tadotsu,34.2725,133.7536,Japan,22813
Herdecke,51.4,7.4333,Germany,22733
Raul Soares,-20.1019,-42.4528,Brazil,23711
Eisenhüttenstadt,52.1465,14.63,Germany,23373
Palatka,29.6493,-81.6705,United States,23738
Tatarsk,55.2167,75.9667,Russia,23729
Salzwedel,52.85,11.15,Germany,23655
Coronado,32.664,-117.16,United States,23731
Ayt Mohamed,32.5641,-6.976,Morocco,23696
Lubartów,51.4667,22.6,Poland,22138
Soledad Atzompa,18.755,-97.1522,Mexico,23130
North Haven,41.3818,-72.8573,United States,23722
Khromtaū,50.2699,58.45,Kazakhstan,23715
San Juan Cotzocón,17.1667,-95.7833,Mexico,23686
Freudenstadt,48.4633,8.4111,Germany,23442
Bauta,22.9919,-82.5492,Cuba,23557
Silopi,37.2497,42.4717,Turkey,23430
Centerville,39.6339,-84.1449,United States,23703
Abbeville,50.1058,1.8358,France,22837
Kreuzlingen,47.6458,9.1783,Switzerland,21801
Lupeni,45.3603,23.2383,Romania,23390
Santo Antônio do Içá,-3.1019,-67.94,Brazil,23688
Van Buren,35.448,-94.3528,United States,23683
Greeneville,36.168,-82.8197,United States,23683
Corinto,-18.3808,-44.4558,Brazil,23668
Döbeln,51.1194,13.1128,Germany,23397
Sredneuralsk,56.9833,60.4667,Russia,23353
Gitega,-3.426,29.8436,Burundi,23167
Macia,-25.0333,33.1,Mozambique,23156
Waycross,31.2108,-82.3579,United States,23671
Saint-Ghislain,50.45,3.8167,Belgium,23335
Partizánske,48.6333,18.3667,Slovakia,22653
Koziatyn,49.7167,28.8333,Ukraine,23610
Jüchen,51.1011,6.5017,Germany,23337
Bulle,46.6167,7.05,Switzerland,22709
Poggiomarino,40.8,14.55,Italy,21993
Büyükçekmece,41.02,28.5775,Turkey,22394
Carletonville,-26.3581,27.3981,South Africa,23000
Half Moon Bay,37.4688,-122.4383,United States,23653
Krnov,50.0897,17.7039,Czechia,23130
Hingham,42.2176,-70.8854,United States,23652
Qianmotou,37.7952,115.4905,China,23282
Zheleznogorsk-Ilimskiy,56.5833,104.1167,Russia,23643
Dillenburg,50.7333,8.2833,Germany,23365
Leutkirch im Allgäu,47.8256,10.0222,Germany,23509
Belton,38.8193,-94.5334,United States,23642
Lentini,37.2833,15,Italy,23526
Fucecchio,43.7333,10.8,Italy,23275
Jacksonville Beach,30.2782,-81.4045,United States,23628
Coronel Suárez,-37.4667,-61.9333,Argentina,23621
Nova Milanese,45.5833,9.2,Italy,23334
Acton,42.4843,-71.4378,United States,23627
Caba,16.4316,120.3446,Philippines,23119
Sehnde,52.3161,9.9642,Germany,23389
Havlíčkŭv Brod,49.6079,15.5807,Czechia,23255
Herzogenaurach,49.5667,10.8833,Germany,23126
Cupira,-8.6169,-35.95,Brazil,23390
Ilion,43.0114,-75.0396,United States,23608
Kulgam,33.64,75.02,India,23584
Káto Polemídia,34.6931,32.9992,Cyprus,22369
Sobradinho,-9.455,-40.8228,Brazil,23583
Seymour,38.9476,-85.891,United States,23598
Oakdale,37.7616,-120.847,United States,23596
Ipatovo,45.7167,42.9,Russia,23579
Bronnitsy,55.422,38.2631,Russia,22567
Severobaykalsk,55.6333,109.3167,Russia,23365
Zărneşti,45.5725,25.3431,Romania,23476
Xiaping,24.6168,112.5945,China,23536
Gelnhausen,50.2027,9.1905,Germany,23073
Caculé,-14.5028,-42.2219,Brazil,23545
Unecha,52.85,32.6833,Russia,23550
Dumaran,10.5333,119.7667,Philippines,23528
Teltow,52.4022,13.2706,Germany,22538
San Felíu de Guixols,41.7806,3.0306,Spain,22210
Madisonville,37.3408,-87.5034,United States,23580
Canalete,8.79,-76.2411,Colombia,23520
Alcalá,4.6736,-75.7825,Colombia,23195
Romulus,42.2237,-83.366,United States,23573
Kefar Yona,32.315,34.9328,Israel,21611
San Ignacio de Velasco,-16.3667,-60.95,Bolivia,23569
Wallenhorst,52.35,8.0167,Germany,23081
Gamay,12.3833,125.3,Philippines,23367
Maibog,10.15,125,Philippines,23256
São Sepé,-30.1608,-53.565,Brazil,23555
El Paso,9.6622,-73.7519,Colombia,23534
Vilaseca de Solcina,41.111,1.145,Spain,22522
Hisor,38.5264,68.5381,Tajikistan,23200
Coín,36.6667,-4.75,Spain,23375
Icod de los Vinos,28.35,-16.7,Spain,23310
Floridia,37.0833,15.15,Italy,22694
Ruwa,-17.8897,31.2447,Zimbabwe,22038
Leland,34.2044,-78.0277,United States,23544
Brodósqui,-20.9908,-47.6589,Brazil,23460
Bni Frassen,34.3819,-4.3761,Morocco,23429
Elektrogorsk,55.8833,38.7833,Russia,22950
Ahualulco de Mercado,20.6992,-103.9556,Mexico,23362
Santo Tomás,10.7575,-74.7558,Colombia,23188
Miyoshi,34.026,133.8072,Japan,23500
Rolling Meadows,42.0747,-88.0252,United States,23532
Maigo,8.15,123.9667,Philippines,23337
Mégara,38,23.3333,Greece,23456
Ribas do Rio Pardo,-20.4428,-53.7589,Brazil,23526
Nagykőrös,47.0331,19.7839,Hungary,23424
Bondo,3.81,23.67,Congo (Kinshasa),23517
Davlekanovo,54.2167,55.0333,Russia,23499
Tirat Karmel,32.7667,34.9667,Israel,22200
Jieshang,26.2663,104.6671,China,23311
Sederot,31.5261,34.5939,Israel,23090
Wekiwa Springs,28.6984,-81.4251,United States,23512
Neihuzhai,22.9745,115.8343,China,23126
Barbasa,11.2167,122.05,Philippines,23359
Northdale,28.1058,-82.5263,United States,23510
Fort Hood,31.1345,-97.7797,United States,23508
Benbrook,32.6787,-97.4638,United States,23502
Nasu,37.0197,140.1211,Japan,23435
Medeiros Neto,-17.3739,-40.2208,Brazil,23478
Zion,42.4598,-87.8509,United States,23487
San Rafael del Sur,11.85,-86.45,Nicaragua,23420
Almeirim,39.2167,-8.6333,Portugal,23376
Lensk,60.7167,114.9,Russia,23479
Watertown,43.1893,-88.7285,United States,23479
Montrose,38.469,-107.859,United States,23478
Columbus,41.4368,-97.3563,United States,23468
Belo Oriente,-19.22,-42.4839,Brazil,23397
Elburg,52.4333,5.85,Netherlands,23086
Sluis,51.35,3.5,Netherlands,23386
Calamba,8.5583,123.6417,Philippines,23227
Frascati,41.8167,12.6833,Italy,22450
Frontignan,43.4483,3.7561,France,22731
Conil de la Frontera,36.2667,-6.0833,Spain,23182
Santa Helena,-24.86,-54.3328,Brazil,23413
Piraí do Sul,-24.5258,-49.9489,Brazil,23424
Brotas,-22.2839,-48.1269,Brazil,23419
Ortona,42.3557,14.4036,Italy,23111
Kumano,34.3358,132.5844,Japan,22760
Doctor Mora,21.1425,-100.3192,Mexico,23324
Plainview,34.1911,-101.7234,United States,23424
Riehen,47.5794,7.6512,Switzerland,21448
Veinticinco de Mayo,-35.4167,-60.1667,Argentina,23408
Auburn,44.085,-70.2492,United States,23414
Ban Bang Rin,9.9532,98.6344,Thailand,23144
Teorama,8.4353,-73.2864,Colombia,23381
Laguna de Duero,41.5833,-4.7167,Spain,22633
Scherpenheuvel,51.0103,4.9728,Belgium,22952
General Luna,9.8,126.1333,Philippines,22853
Arnold,39.0437,-76.4974,United States,23406
Cordeirópolis,-22.4819,-47.4569,Brazil,23234
Cuilapan de Guerrero,16.9972,-96.7817,Mexico,21597
Avon,41.4485,-82.0187,United States,23399
Horgen,47.2608,8.5975,Switzerland,22662
San Lorenzo de Esmeraldas,1.2864,-78.8353,Ecuador,23265
Nijlen,51.1611,4.6703,Belgium,22813
Carandaí,-20.9539,-43.8058,Brazil,23346
Calbiga,11.6333,125.0167,Philippines,23310
Achkhoy-Martan,43.1939,45.2833,Russia,23282
Ortigueira,-24.2078,-50.9489,Brazil,23380
Wilmington,42.5609,-71.1654,United States,23377
Tobatí,-25.26,-57.0814,Paraguay,23295
Cajidiocan,12.3667,122.6833,Philippines,23259
Loves Park,42.3364,-88.9975,United States,23371
Canton,42.175,-71.1264,United States,23369
Avellaneda,-29.1175,-59.6583,Argentina,23341
Qaţanā,33.4333,36.0833,Syria,22831
Dunajská Streda,47.9961,17.6147,Slovakia,22643
Caniço,32.6412,-16.8504,Portugal,23361
La Prairie,45.42,-73.5,Canada,23357
Palmeiras de Goiás,-16.805,-49.9258,Brazil,23338
Nakagusuku,26.2672,127.7911,Japan,21924
Yarmouth,41.6767,-70.2249,United States,23338
Vero Beach South,27.6164,-80.413,United States,23333
Lermontov,44.1053,42.9717,Russia,22601
Huitiupán,17.1667,-92.6833,Mexico,23172
Yoshioka,36.4475,139.0103,Japan,22234
Combs-la-Ville,48.67,2.56,France,21811
Altea,38.5986,-0.0519,Spain,22657
Épernay,49.0403,3.96,France,22330
Medford,39.8639,-74.8231,United States,23312
Hillegom,52.2917,4.5794,Netherlands,21966
Kirkintilloch,55.938,-4.155,United Kingdom,21380
Jiucangzhou,38.206,117.0239,China,23056
Netphen,50.9147,8.1,Germany,23130
Vilnohirsk,48.4824,34.0189,Ukraine,23235
Minamata,32.2167,130.4,Japan,23155
Oliveira do Bairro,40.5167,-8.5,Portugal,23028
Puchheim,48.15,11.35,Germany,21531
Tubungan,10.7833,122.3,Philippines,23021
Iguaba Grande,-22.8389,-42.2289,Brazil,22851
Qiryat Mal’akhi,31.7333,34.75,Israel,23100
Alcobaça,-17.5189,-39.1958,Brazil,23282
Mine,34.1667,131.2058,Japan,23236
Sheybān,31.4086,48.7942,Iran,23211
Shiling,27.3576,105.1535,China,23023
Velugodu,15.7817,78.6892,India,23048
Qiryat Shemona,33.2075,35.5697,Israel,23076
Moncada,39.5333,-0.3833,Spain,21875
Lisle,41.7918,-88.0888,United States,23270
Riachão das Neves,-11.7458,-44.91,Brazil,23264
Gobō,33.8914,135.1525,Japan,22744
El Tejar,14.65,-90.8,Guatemala,23100
Culion,11.8353,119.9933,Philippines,23213
Eschborn,50.1437,8.569,Germany,21488
Palmar de Varela,10.7389,-74.7547,Colombia,23012
Tambaú,-21.705,-47.2739,Brazil,23214
Ozuluama de Mascareñas,21.6667,-97.85,Mexico,23244
Koło,52.2,18.6333,Poland,21686
Asafābād,19.365,79.274,India,23059
Tototlán,20.5333,-102.7833,Mexico,23171
Vranov nad Topľou,48.8806,21.6731,Slovakia,22589
Carmen,8.9999,125.2648,Philippines,23172
Nakashunbetsu,43.5553,144.9714,Japan,23211
Devonport,-41.18,146.3503,Australia,23046
Tighedouine,31.4236,-7.5208,Morocco,22971
Villanueva de la Cañada,40.45,-3.9833,Spain,22580
Bom Jesus dos Perdões,-23.135,-46.4653,Brazil,23025
Mentana,42.0337,12.6444,Italy,23126
Tadmaït,36.7427,3.9019,Algeria,22838
Tecumseh,42.2431,-82.9256,Canada,23229
Ibiá,-19.4778,-46.5389,Brazil,23218
Greenbelt,38.9953,-76.8885,United States,23224
Stoneham,42.4741,-71.0972,United States,23223
Nevyansk,57.4833,60.2,Russia,23200
Senden,48.3167,10.0667,Germany,22336
Itaporã,-22.0789,-54.7889,Brazil,23220
Bassar,9.25,0.7833,Togo,23181
Linstead,18.1368,-77.0317,Jamaica,22757
Warburg,51.4881,9.14,Germany,23079
Taquarituba,-23.5328,-49.2439,Brazil,23163
Coração de Maria,-12.2328,-38.75,Brazil,23146
Kolpashevo,58.3167,82.9167,Russia,23209
Guaraí,-8.8339,-48.51,Brazil,23200
Molodohvardiisk,48.3444,39.6583,Ukraine,22937
Areia,-6.9628,-35.6919,Brazil,23110
Abreus,22.2806,-80.5678,Cuba,23144
Granite Bay,38.7601,-121.1714,United States,23183
Fokino,42.9667,132.4,Russia,23077
Esparraguera,41.5381,1.8692,Spain,22358
Abu,24.5925,72.7083,India,22943
Câmpia Turzii,46.5444,23.8792,Romania,22223
Puerto Concordia,2.6233,-72.7592,Colombia,23131
Walsrode,52.8592,9.5853,Germany,23068
Assaré,-6.8739,-39.875,Brazil,23126
Gif-sur-Yvette,48.7018,2.1339,France,21308
